type,modified,language,license,rightsholder,datasetid,datasetname,institutioncode,basisofrecord,eventid,samplingprotocol,eventdate,eventremarks,locality,decimallatitude,decimallongitude,geodeticdatum,coordinateuncertaintyinmeters
Event,2019-08-28T14:53:41Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:4649:event-receiver-deployment,receiver deployment,2019-02-13T00:00:00Z/2019-08-28T00:00:00Z,recover latitude: 51.35066 | recover longitude: 2.70366 | location name: KB-2 | location description: NA,bpns-KB2,51.35067,2.70367,WGS84,30
Event,2019-08-26T11:45:29Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:4652:event-receiver-deployment,receiver deployment,2019-02-14T00:00:00Z/2019-08-26T00:00:00Z,recover latitude: 51.00001 | recover longitude: 2.00009 | location name: O 6 OOSTENDE | location description: NA,bpns-O6,51.23967,2.9215,WGS84,30
Event,2019-02-15T10:03:59Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:4653:event-receiver-deployment,receiver deployment,2019-02-14T00:00:00Z,recover latitude: 51.36216 | recover longitude: 2.96833 | location name: Belwind C05-AR6 | location description: NA,bpns-A1BIS,51.36133,2.967,WGS84,30
Event,2019-04-18T07:22:31Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:4759:event-receiver-deployment,receiver deployment,2019-03-19T14:00:00Z/2019-04-17T00:00:00Z,recover latitude: 51.35783 | recover longitude: 3.19216 | location name: ZW1 | location description: NA,bpns-ZW1,51.35718,3.19037,WGS84,30
Event,2019-04-08T07:28:42Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:4766:event-receiver-deployment,receiver deployment,2019-03-22T00:00:00Z,recover latitude: 51.58750 | recover longitude: 2.99972 | location name: bpns-LottoBuoy | location description: @ Lottobuoy,bpns-LottoBuoy,51.56667,2.98333,WGS84,30
Event,2019-04-11T06:02:37Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:4767:event-receiver-deployment,receiver deployment,2018-06-08T00:00:00Z/2019-04-09T00:00:00Z,location name: bpns-Noordede | location description: NA,bpns-Noordede,51.223,2.9451,WGS84,30
Event,2019-09-24T18:47:29Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:4768:event-receiver-deployment,receiver deployment,2019-04-11T10:00:00Z/2019-09-24T00:00:00Z,recover latitude: 51.35506 | recover longitude: 3.16996 | location name: Zeebrugge West 3 | location description: NA,bpns-zbw3,51.35506,3.16996,WGS84,30
Event,2019-09-24T19:01:59Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:4769:event-receiver-deployment,receiver deployment,2019-04-11T10:00:00Z/2019-09-24T00:00:00Z,location name: Zeebrugge West 2 | location description: NA,bpns-zbw2,51.35901,3.17719,WGS84,30
Event,2019-09-24T18:59:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:4770:event-receiver-deployment,receiver deployment,2019-04-11T10:00:00Z/2019-09-24T00:00:00Z,location name: Zeebrugge West 1 | location description: NA,bpns-zbw1,51.36291,3.18363,WGS84,30
Event,2019-09-24T18:46:19Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:4771:event-receiver-deployment,receiver deployment,2019-04-11T10:00:00Z/2019-09-24T00:00:00Z,recover latitude: 51.36429 | recover longitude: 3.20070 | location name: Zeebrugge East 1 | location description: NA,bpns-zbe1,51.3643,3.2007,WGS84,30
Event,2019-11-05T12:08:20Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:4772:event-receiver-deployment,receiver deployment,2019-04-11T10:00:00Z/2019-09-24T00:00:00Z,recover latitude: 51.36316 | recover longitude: 3.21118 | location name: Zeebrugge East 2 | location description: NA,bpns-zbe2,51.36316,3.21119,WGS84,30
Event,2019-11-05T12:08:02Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:4773:event-receiver-deployment,receiver deployment,2019-04-11T10:00:00Z/2019-09-24T00:00:00Z,recover latitude: 51.36237 | recover longitude: 3.22098 | location name: Zeebrugge East 3 | location description: NA,bpns-zbe3,51.36237,3.22099,WGS84,30
Event,2019-04-11T06:02:37Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:4775:event-receiver-deployment,receiver deployment,2019-04-09T00:00:00Z,location name: bpns-Noordede | location description: NA,bpns-Noordede,51.223,2.9451,WGS84,30
Event,2019-05-02T09:15:53Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:4814:event-receiver-deployment,receiver deployment,2019-04-17T00:00:00Z/2019-04-30T00:00:00Z,recover latitude: 51.35718 | recover longitude: 3.19037 | location name: ZW1 | location description: NA,bpns-ZW1,51.35718,3.19037,WGS84,30
Event,2019-08-27T12:57:58Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:4815:event-receiver-deployment,receiver deployment,2019-04-17T00:00:00Z/2019-08-27T00:00:00Z,recover latitude: 51.35983 | recover longitude: 3.20483 | location name: ZAND4 | location description: NA,bpns-ZAND4,51.359,3.20318,WGS84,30
Event,2019-09-26T07:47:08Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:4864:event-receiver-deployment,receiver deployment,2019-04-17T00:00:00Z/2019-08-26T00:00:00Z,recover latitude: 51.22470 | recover longitude: 2.94080 | location name: bpns-OH1 | location description: NA,bpns-OH1,51.24001,2.91755,WGS84,30
Event,2019-05-02T09:14:54Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:4881:event-receiver-deployment,receiver deployment,2019-04-29T00:00:00Z,recover latitude: 51.15250 | recover longitude: 2.65730 | location name: Whitley | location description: NA,bpns-Whitley,51.15117,2.66033,WGS84,30
Event,2019-08-27T12:55:34Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:4882:event-receiver-deployment,receiver deployment,2019-04-30T00:00:00Z/2019-08-27T00:00:00Z,recover latitude: 51.35718 | recover longitude: 3.19037 | location name: ZW1 | location description: NA,bpns-ZW1,51.35718,3.19037,WGS84,30
Event,2019-06-06T06:31:02Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:5094:event-receiver-deployment,receiver deployment,2019-06-06T11:00:00Z,location name: Blackfish | location description: NA,Blackfish,51,3,WGS84,30
Event,2019-08-26T11:44:12Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:5997:event-receiver-deployment,receiver deployment,2019-08-26T00:00:00Z,recover latitude: 51.46117 | recover longitude: 3.10700 | location name: WK12 | location description: NA,bpns-WK12,51.46117,3.107,WGS84,30
Event,2019-08-26T11:45:29Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:5998:event-receiver-deployment,receiver deployment,2019-08-26T00:00:00Z,recover latitude: 51.00001 | recover longitude: 2.00009 | location name: O 6 OOSTENDE | location description: NA,bpns-O6,51.23967,2.9215,WGS84,30
Event,2019-08-26T14:12:13Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:5999:event-receiver-deployment,receiver deployment,2019-08-26T00:00:00Z,recover latitude: 51.28717 | recover longitude: 2.87917 | location name: WENDUINE BANK W | location description: NA,bpns-WENDUINEBANKW,51.28717,2.87917,WGS84,30
Event,2019-08-27T13:31:54Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6001:event-receiver-deployment,receiver deployment,2019-08-27T00:00:00Z,recover latitude: 51.35718 | recover longitude: 3.19037 | location name: ZW1 | location description: NA,bpns-ZW1,51.35718,3.19037,WGS84,30
Event,2019-08-27T12:56:51Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6002:event-receiver-deployment,receiver deployment,2019-08-27T00:00:00Z,recover latitude: 51.37617 | recover longitude: 3.17866 | location name: WZ | location description: NA,bpns-WZ,51.37617,3.17867,WGS84,30
Event,2019-08-27T13:30:29Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6003:event-receiver-deployment,receiver deployment,2019-08-27T00:00:00Z,recover latitude: 51.35983 | recover longitude: 3.20483 | location name: ZAND4 | location description: NA,bpns-ZAND4,51.359,3.20318,WGS84,30
Event,2019-09-27T09:43:46Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6004:event-receiver-deployment,receiver deployment,2019-08-27T00:00:00Z/2019-08-28T00:00:00Z,recover latitude: 51.36850 | recover longitude: 3.26200 | location name: WK14 | location description: NA,bpns-WK14,51.3685,3.262,WGS84,30
Event,2019-08-27T13:00:10Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6005:event-receiver-deployment,receiver deployment,2019-08-27T00:00:00Z,recover latitude: 51.39133 | recover longitude: 3.30367 | location name: W1 | location description: NA,bpns-W1,51.39133,3.30367,WGS84,30
Event,2019-10-03T09:55:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6006:event-receiver-deployment,receiver deployment,2019-08-28T00:00:00Z,recover latitude: 51.30330 | recover longitude: 2.71250 | location name: Middelkerkebank | location description: NA,bpns-middelkerkebank,51.3033,2.7125,WGS84,30
Event,2019-08-28T14:53:41Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6007:event-receiver-deployment,receiver deployment,2019-08-28T00:00:00Z,recover latitude: 51.35066 | recover longitude: 2.70366 | location name: KB-2 | location description: NA,bpns-KB2,51.35067,2.70367,WGS84,30
Event,2019-08-28T14:56:43Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6008:event-receiver-deployment,receiver deployment,2019-08-28T00:00:00Z,location name: OOST – DYCK | location description: NA,bpns-OOSTDYCK,51.35633,2.51867,WGS84,30
Event,2019-08-28T14:54:41Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),MARBIOL,MachineObservation,etn:bpns:6009:event-receiver-deployment,receiver deployment,2019-08-28T00:00:00Z,recover latitude: 51.43333 | recover longitude: 2.80333 | location name: VG2 | location description: NA,bpns-VG2,51.4325,2.802,WGS84,30
Event,2019-08-30T13:57:45Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6011:event-receiver-deployment,receiver deployment,2018-10-11T00:00:00Z/2019-08-26T00:00:00Z,recover latitude: 51.41716 | recover longitude: 3.04750 | location name: S4 | location description: NA,bpns-S4,51.41717,3.0475,WGS84,30
Event,2019-08-30T13:59:00Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6012:event-receiver-deployment,receiver deployment,2019-08-26T00:00:00Z,recover latitude: 51.41716 | recover longitude: 3.04750 | location name: S4 | location description: NA,bpns-S4,51.41717,3.0475,WGS84,30
Event,2019-10-16T10:21:27Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6013:event-receiver-deployment,receiver deployment,2019-09-23T00:00:00Z,recover latitude: 51.32984 | recover longitude: 3.21888 | location name: Vandamme | location description: NA,bpns-vandamme,51.32985,3.21779,WGS84,30
Event,2019-09-23T11:51:44Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6014:event-receiver-deployment,receiver deployment,2019-09-23T00:00:00Z,recover latitude: 51.30891 | recover longitude: 3.20211 | location name: Boudewijn | location description: NA,bpns-boudewijn,51.30891,3.20294,WGS84,30
Event,2019-09-24T19:03:40Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6022:event-receiver-deployment,receiver deployment,2019-09-24T00:00:00Z,location name: Zeebrugge East 2 | location description: NA,bpns-zbe2,51.36316,3.21119,WGS84,30
Event,2019-09-24T19:07:29Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6023:event-receiver-deployment,receiver deployment,2019-09-24T00:00:00Z,location name: Zeebrugge East 1 | location description: NA,bpns-zbe1,51.3643,3.2007,WGS84,30
Event,2019-09-24T19:13:48Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6024:event-receiver-deployment,receiver deployment,2019-09-24T00:00:00Z,recover latitude: 51.35506 | recover longitude: 3.16996 | location name: Zeebrugge West 3 | location description: NA,bpns-zbw3,51.35506,3.16996,WGS84,30
Event,2019-09-24T19:06:24Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6025:event-receiver-deployment,receiver deployment,2019-09-24T00:00:00Z,location name: Zeebrugge East 3 | location description: NA,bpns-zbe3,51.36237,3.22099,WGS84,30
Event,2019-09-24T19:09:12Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6027:event-receiver-deployment,receiver deployment,2019-09-24T00:00:00Z,location name: Zeebrugge West 1 | location description: NA,bpns-zbw1,51.36291,3.18363,WGS84,30
Event,2019-09-24T19:11:07Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6028:event-receiver-deployment,receiver deployment,2019-09-24T00:00:00Z,location name: Zeebrugge West 2 | location description: NA,bpns-zbw2,51.35901,3.17719,WGS84,30
Event,2019-09-26T07:47:08Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6058:event-receiver-deployment,receiver deployment,2019-08-26T00:00:00Z,recover latitude: 51.22470 | recover longitude: 2.94080 | location name: bpns-OH1 | location description: NA,bpns-OH1,51.24001,2.91755,WGS84,30
Event,2019-09-27T09:43:48Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6059:event-receiver-deployment,receiver deployment,2019-08-28T00:00:00Z,recover latitude: 51.36850 | recover longitude: 3.26200 | location name: WK14 | location description: NA,bpns-WK14,51.3685,3.262,WGS84,30
Event,2019-10-25T11:32:14Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:bpns:6192:event-receiver-deployment,receiver deployment,2019-10-24T00:00:00Z,recover latitude: 51.23250 | recover longitude: 2.64316 | location name: D1 | location description: NA,bpns-D1,51.2325,2.64317,WGS84,30
Event,2019-10-25T11:32:44Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6193:event-receiver-deployment,receiver deployment,2019-10-24T00:00:00Z,location name: bpns-nieuwpoortbank | location description: NA,bpns-nieuwpoortbank,51.16017,2.69183,WGS84,30
Event,2019-10-25T12:20:38Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6194:event-receiver-deployment,receiver deployment,2019-01-29T00:00:00Z/2019-10-24T00:00:00Z,recover latitude: 51.14033 | recover longitude: 2.57300 | location name: Trapegeer | location description: NA,bpns-Trapegeer,51.14033,2.573,WGS84,30
Event,2019-10-25T12:20:38Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6195:event-receiver-deployment,receiver deployment,2019-10-24T00:00:00Z,recover latitude: 51.14033 | recover longitude: 2.57300 | location name: Trapegeer | location description: NA,bpns-Trapegeer,51.14033,2.573,WGS84,30
Event,2019-10-25T12:21:09Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,etn:bpns:6196:event-receiver-deployment,receiver deployment,2019-10-24T00:00:00Z,location name: Buitenratel | location description: NA,bpns-buitenratel,51.1937,2.4653,WGS84,30
Event,2016-10-06T13:20:42Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:demer:1378:event-receiver-deployment,receiver deployment,2014-05-05T00:00:00Z/2014-12-19T02:00:00Z,location name: de-7 | location description: NA,de-7,50.99162,5.05424,WGS84,30
Event,2017-12-10T13:36:32Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:demer:1381:event-receiver-deployment,receiver deployment,2014-08-07T00:00:00Z/2014-09-21T00:00:00Z,location name: Messelbroek | location description: NA,de-3,51.00287,4.93335,WGS84,30
Event,2016-01-22T10:59:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:demer:1424:event-receiver-deployment,receiver deployment,2014-05-13T00:00:00Z/2015-02-12T00:00:00Z,location name: fietsersbrug aarschot | location description: fietserbrug Demer thv zwembad Aarschot; adres demervallei 9; aarschot,de-1,50.98516,4.841,WGS84,30
Event,2016-01-22T10:59:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:demer:1425:event-receiver-deployment,receiver deployment,2014-05-05T00:00:00Z/2015-02-12T00:00:00Z,"location name: SO_ZICHEM_DEMER | location description: maagdentoren aan meettoestellen HIC; steenweg Diest, ernest Claesstraat",de-5,51.00266,4.99145,WGS84,30
Event,2016-10-05T22:01:42Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:demer:1427:event-receiver-deployment,receiver deployment,2014-05-05T00:00:00Z/2014-12-19T02:00:00Z,location name: AAN_GB2_RODEMER | location description: fietsersbrug pilaar RO,de-8,50.99125,5.04038,WGS84,30
Event,2016-01-22T10:59:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:demer:1428:event-receiver-deployment,receiver deployment,2014-04-10T00:00:00Z/2015-02-12T00:00:00Z,location name: IN_MZ_RODEMER | location description: aan monding zwarte beek op rechter oever in de Demer (dikke boom),de-10,50.99162,5.05424,WGS84,30
Event,2016-01-22T10:59:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:demer:1429:event-receiver-deployment,receiver deployment,2014-04-10T00:00:00Z/2015-02-12T00:00:00Z,"location name: SO_MZ_ROZB | location description: eerste receiver stroomop vd monding vd zwarte beek in de zwarte beek, aan boompje",de-11,50.99223,5.05495,WGS84,30
Event,2017-09-29T06:08:44Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:demer:1430:event-receiver-deployment,receiver deployment,2014-04-10T00:00:00Z/2014-12-13T00:00:00Z,location name: SA_SB_RODE_VOETGANGERS | location description: aan pilaar voetgangersbrug op linker oever in de demer,de-12,50.99112,5.05745,WGS84,30
Event,2017-12-08T12:55:26Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:demer:1431:event-receiver-deployment,receiver deployment,2014-06-13T00:00:00Z/2014-12-16T00:00:00Z,location name: SA_SB_LODE | location description: aan oogvijs in beton aan/stroomaf grote steunbeer,de-12,50.99112,5.05745,WGS84,30
Event,2016-10-05T21:01:09Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:demer:1432:event-receiver-deployment,receiver deployment,2014-04-10T00:00:00Z/2014-12-16T12:00:00Z,location name: IN_VB_ROZB | location description: aan voetgangersbrug in de zwarte beek op rechter oever aan een boom,de-13,50.99182,5.05784,WGS84,30
Event,2017-10-31T07:32:50Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:demer:1433:event-receiver-deployment,receiver deployment,2014-04-23T00:00:00Z/2014-12-26T22:00:00Z,location name: SA_SB_RODEMER | location description: stroomaf van de steunbeer op rechter oever Demer aan een boom; nieuwe locatie 10 m meer SA,de-14,50.99026,5.06027,WGS84,30
Event,2016-01-22T10:59:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:demer:1434:event-receiver-deployment,receiver deployment,2014-04-10T00:00:00Z/2015-02-12T00:00:00Z,location name: SO_SB_RODEMER | location description: eerste receiver stroomop steunbeer in Demer aan boompje op rechter oever,de-16,50.99017,5.06167,WGS84,30
Event,2016-01-22T10:59:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:demer:1436:event-receiver-deployment,receiver deployment,2014-04-10T00:00:00Z/2015-02-12T00:00:00Z,"location name: IN_KS_ROZWDEMER | location description: aan de klepstuw, net stroomaf met pin in beton van de klepstuw op rechter oever",de-19,50.98494,5.07527,WGS84,30
Event,2016-10-05T22:07:33Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:demer:1437:event-receiver-deployment,receiver deployment,2014-04-10T00:00:00Z/2014-12-19T01:30:00Z,location name: SA_GB_RODEMER | location description: stroomaf grote brug in Diest op rechter oever aan boom,de-9,50.99126,5.04916,WGS84,30
Event,2016-01-22T10:59:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:demer:1439:event-receiver-deployment,receiver deployment,2014-04-23T00:00:00Z/2015-02-12T00:00:00Z,location name: SA_KS_LOZB | location description: eerste receiver stroomaf van de klepstuw op linker oever in de zwarte beek aan een piket,de-18,50.98762,5.07429,WGS84,30
